query,neighbor,distance,rank
c2_uuid_eb59c68d.nc,c2_uuid_49511e7b.nc,2.3313029225693396,5
c2_uuid_eb59c68d.nc,c2_uuid_aa20f8c4.nc,2.816891841658016,6
c2_uuid_eb59c68d.nc,c2_uuid_aebda966.nc,3.033740456312718,7
c2_uuid_eb59c68d.nc,c2_uuid_c6fae318.nc,3.4541058022309277,8
c2_uuid_eb59c68d.nc,c2_uuid_d60e0f4a.nc,4.244950283496541,9
c2_uuid_eb59c68d.nc,c2_uuid_fca79975.nc,4.293319181932145,10
c2_uuid_eb59c68d.nc,c2_uuid_735327ae.nc,4.509336193834711,11
c2_uuid_eb59c68d.nc,c2_uuid_dc364aad.nc,4.581032966283435,12
c2_uuid_eb59c68d.nc,c2_uuid_ff53a69a.nc,4.701586460959795,13
c2_uuid_eb59c68d.nc,c2_uuid_a8aaadc4.nc,4.890273938563087,14
c2_uuid_eb59c68d.nc,c2_uuid_4c0d80da.nc,5.600525502055267,15
c2_uuid_eb59c68d.nc,c2_uuid_4df18da4.nc,5.875509334329113,16
c2_uuid_eb59c68d.nc,c2_uuid_fbf4a196.nc,6.0468580238246386,17
c2_uuid_eb59c68d.nc,c2_uuid_f544906f.nc,7.505650946020501,18
c2_uuid_eb59c68d.nc,c2_uuid_ec81d97e.nc,9.03080971042093,19
c2_uuid_ec81d97e.nc,c2_uuid_4c0d80da.nc,8.627181177155446,1
c2_uuid_ec81d97e.nc,c2_uuid_a8aaadc4.nc,8.750971275963582,2
c2_uuid_ec81d97e.nc,c2_uuid_aebda966.nc,8.929314925360782,3
c2_uuid_ec81d97e.nc,c2_uuid_fbf4a196.nc,8.994914647444565,4
c2_uuid_ec81d97e.nc,c2_uuid_eb59c68d.nc,9.03080971042093,5
c2_uuid_ec81d97e.nc,c2_uuid_fa40c633.nc,9.064402312761423,6
c2_uuid_ec81d97e.nc,c2_uuid_ff53a69a.nc,9.06836051435709,7
c2_uuid_ec81d97e.nc,c2_uuid_fca79975.nc,9.145753688515047,8
c2_uuid_ec81d97e.nc,c2_uuid_49511e7b.nc,9.182686828325238,9
c2_uuid_ec81d97e.nc,c2_uuid_4b4eea26.nc,9.373759229365778,10
c2_uuid_ec81d97e.nc,c2_uuid_495c8cf2.nc,9.493206128499008,11
c2_uuid_ec81d97e.nc,c2_uuid_80ab3494.nc,9.585463205443638,12
c2_uuid_ec81d97e.nc,c2_uuid_aa20f8c4.nc,9.836977261461291,13
c2_uuid_ec81d97e.nc,c2_uuid_d60e0f4a.nc,10.023494963100838,14
c2_uuid_ec81d97e.nc,c2_uuid_f544906f.nc,10.13970710807463,15
