SID,BASIN,SEASON,NAME,exclusion_reason
 , ,Year, ,Not in target basins
1987274N21249,EP,1987,PILAR,Not in target basins
1987279N12256,EP,1987,RAMON,Not in target basins
1987300N10239,EP,1987,SELMA,Not in target basins
1987353S08177,SP,1988,UNNAMED,Not in target basins
1988003S12171,SP,1988,AGI,Not in target basins
1988006S05182,SP,1988,ANNE,Not in target basins
1988050S13155,SP,1988,CHARLIE,Not in target basins
1988055S10180,SP,1988,BOLA,Not in target basins
1988058S19198,SP,1988,CILLA,Not in target basins
1988100S15171,SP,1988,DOVI,Not in target basins
1988107S28175,SP,1988,DOVI,Not in target basins
1988168N13248,EP,1988,UNNAMED,Not in target basins
1988169N14259,EP,1988,ALETTA,Not in target basins
1988173N12268,EP,1988,BUD,Not in target basins
1988184N19251,EP,1988,UNNAMED,Not in target basins
1988191N13256,EP,1988,CARLOTTA,Not in target basins
1988202N15248,EP,1988,DANIEL,Not in target basins
1988210N14251,EP,1988,EMILIA,Not in target basins
1988211N12239,EP,1988,FABIO,Not in target basins
1988211N15225,EP,1988,GILMA,Not in target basins
1988211N18230,EP,1988,UNNAMED,Not in target basins
1988213N11262,EP,1988,HECTOR,Not in target basins
1988218N13264,EP,1988,IVA,Not in target basins
1988227N18250,EP,1988,UNNAMED,Not in target basins
1988230N18254,EP,1988,JOHN,Not in target basins
1988240N15248,EP,1988,UNNAMED,Not in target basins
1988242N12215,EP,1988,ULEKI,Not in target basins
1988242N13262,EP,1988,KRISTY,Not in target basins
1988245N20269,EP,1988,DEBBY,Not in target basins
1988249N18163,EP,1988,HAL,Not in target basins
1988257N16252,EP,1988,UNNAMED,Not in target basins
1988265N12218,EP,1988,WILA,Not in target basins
1988265N13263,EP,1988,LANE,Not in target basins
1988274N12142,EP,1988,NELSON,Not in target basins
1988285N09318,EP,1988,JOAN:MIRIAM,Not in target basins
1988285N18251,EP,1988,UNNAMED,Not in target basins
1988352S14166,SP,1989,ESETA,Not in target basins
1988364S17148,SP,1989,DELILAH,Not in target basins
1989002S14192,SP,1989,FILI,Not in target basins
1989006S13184,SP,1989,GINA,Not in target basins
1989010N16212,EP,1989,WINONA,Not in target basins
1989037S16164,SP,1989,HARRY,Not in target basins
1989042S23178,SP,1989,UNNAMED,Not in target basins
1989052S27233,SP,1989,HINANO,Not in target basins
1989053S14210,SP,1989,JUDY,Not in target basins
1989053S15170,SP,1989,IVY,Not in target basins
1989088S15187,SP,1989,KERRY,Not in target basins
1989089S11158,SP,1989,AIVU,Not in target basins
1989096S13159,SP,1989,LILI,Not in target basins
1989122S09162,SP,1989,MEENA,Not in target basins
1989126S13178,SP,1989,ERNIE,Not in target basins
1989150N09257,EP,1989,ADOLPH,Not in target basins
1989165N11255,EP,1989,BARBARA,Not in target basins
1989169N13265,EP,1989,COSME,Not in target basins
1989190N08231,EP,1989,UNNAMED,Not in target basins
1989190N09240,EP,1989,UNNAMED,Not in target basins
1989190N13261,EP,1989,DALILIA,Not in target basins
1989193N13220,EP,1989,UNNAMED,Not in target basins
1989195N10219,EP,1989,UNNAMED,Not in target basins
1989196N14250,EP,1989,UNNAMED,Not in target basins
1989200N12236,EP,1989,ERICK,Not in target basins
1989205N13260,EP,1989,FLOSSIE,Not in target basins
1989210N14259,EP,1989,GIL,Not in target basins
1989211N24153,EP,1989,MAC,Not in target basins
1989227N12236,EP,1989,HENRIETTE,Not in target basins
1989227N13261,EP,1989,ISMAEL,Not in target basins
1989234N16244,EP,1989,JULIETTE,Not in target basins
1989235N26122,EP,1989,ROGER,Not in target basins
1989238N22253,EP,1989,KIKO,Not in target basins
1989240N14256,EP,1989,LORENA,Not in target basins
1989241N13265,EP,1989,MANUEL,Not in target basins
1989246N14263,EP,1989,NARDA,Not in target basins
1989250N17148,EP,1989,TIP,Not in target basins
1989252N11260,EP,1989,OCTAVE,Not in target basins
1989254N17145,EP,1989,VERA,Not in target basins
1989260N13264,EP,1989,PRISCILLA,Not in target basins
1989268N14261,EP,1989,RAYMOND,Not in target basins
1989269N14267,EP,1989,UNNAMED,Not in target basins
1989277N13257,EP,1989,UNNAMED,Not in target basins
1989287N11259,EP,1989,UNNAMED,Not in target basins
1989289N16243,EP,1989,UNNAMED,Not in target basins
1989291N05158,EP,1989,FORREST,Not in target basins
1989346S10133,SP,1990,FELICITY,Not in target basins
1990027S18156,SP,1990,NANCY,Not in target basins
1990028S10183,SP,1990,OFA,Not in target basins
1990043S09206,SP,1990,PENI,Not in target basins
1990059S13135,SP,1990,GREG,Not in target basins
1990060S15170,SP,1990,HILDA,Not in target basins
1990073S13170,SP,1990,IVOR,Not in target basins
1990075S09176,SP,1990,RAE,Not in target basins
1990076S12165,SP,1990,RAE,Not in target basins
1990133N09259,EP,1990,ALMA,Not in target basins
1990154N11260,EP,1990,BORIS,Not in target basins
1990160N12250,EP,1990,CRISTINA,Not in target basins
1990170N13260,EP,1990,DOUGLAS,Not in target basins
1990177N14257,EP,1990,ELIDA,Not in target basins
1990181N10259,EP,1990,UNNAMED,Not in target basins
1990187N13258,EP,1990,FAUSTO,Not in target basins
1990191N10266,EP,1990,GENEVIEVE,Not in target basins
1990201N12254,EP,1990,HERNAN,Not in target basins
1990202N10264,EP,1990,ISELLE,Not in target basins
1990205N13231,EP,1990,UNNAMED,Not in target basins
1990205N16141,EP,1990,STEVE,Not in target basins
1990208N18132,EP,1990,VERNON,Not in target basins
1990216N13281,EP,1990,DIANA,Not in target basins
1990219N10214,EP,1990,AKA,Not in target basins
1990222N11219,EP,1990,UNNAMED,Not in target basins
1990229N11249,EP,1990,UNNAMED,Not in target basins
1990229N11261,EP,1990,JULIO,Not in target basins
1990234N14248,EP,1990,KENNA,Not in target basins
1990236N14264,EP,1990,LOWELL,Not in target basins
1990251N06171,EP,1990,FLO,Not in target basins
1990251N12238,EP,1990,MARIE,Not in target basins
1990253N12248,EP,1990,NORBERT,Not in target basins
1990253N13258,EP,1990,UNNAMED,Not in target basins
1990267N13252,EP,1990,ODILE,Not in target basins
1990270N13261,EP,1990,RACHEL,Not in target basins
1990272N10223,EP,1990,POLO,Not in target basins
1990282N15250,EP,1990,SIMON,Not in target basins
1990289N10261,EP,1990,TRUDY,Not in target basins
1990295N11261,EP,1990,VANCE,Not in target basins
1990319N07197,EP,1990,OWEN,Not in target basins
1990327S07175,SP,1991,SINA,Not in target basins
1990350S11165,SP,1991,JOY,Not in target basins
1991046S18150,SP,1991,DAPHNE,Not in target basins
1991055S12142,SP,1991,KELVIN,Not in target basins
1991062S09168,SP,1991,UNNAMED,Not in target basins
1991074S11158,SP,1991,UNNAMED,Not in target basins
1991124S08154,SP,1991,LISA,Not in target basins
1991136N11238,EP,1991,ANDRES,Not in target basins
1991166N10257,EP,1991,BLANCA,Not in target basins
1991168N11265,EP,1991,CARLOS,Not in target basins
1991174N13259,EP,1991,DELORES,Not in target basins
1991180N13267,EP,1991,UNNAMED,Not in target basins
1991197N09248,EP,1991,ENRIQUE,Not in target basins
1991210N11253,EP,1991,FEFA,Not in target basins
1991216N12262,EP,1991,GUILLERMO,Not in target basins
1991220N13258,EP,1991,HILDA,Not in target basins
1991239N20133,EP,1991,HARRY,Not in target basins
1991243N05172,EP,1991,IVY,Not in target basins
1991251N12138,EP,1991,KINNA,Not in target basins
1991256N13171,EP,1991,MIREILLE,Not in target basins
1991256N14148,EP,1991,LUKE,Not in target basins
1991256N17253,EP,1991,UNNAMED,Not in target basins
1991259N14258,EP,1991,IGNACIO,Not in target basins
1991264N10260,EP,1991,JIMENA,Not in target basins
1991268N12264,EP,1991,KEVIN,Not in target basins
1991274N14149,EP,1991,ORCHID,Not in target basins
1991277N13251,EP,1991,LINDA,Not in target basins
1991281N12265,EP,1991,MARTY,Not in target basins
1991311N10256,EP,1991,NORA,Not in target basins
1991317S07164,SP,1992,TIA,Not in target basins
1991320N06171,EP,1991,YURI,Not in target basins
1991329N04181,EP,1991,ZELDA,Not in target basins
1991338S08181,SP,1992,VAL,Not in target basins
1991339S10203,SP,1992,WASA,Not in target basins
1991348S23218,SP,1992,ARTHUR,Not in target basins
1992005S07172,SP,1992,BETSY,Not in target basins
1992006S13134,SP,1992,MARK,Not in target basins
1992017S12198,SP,1992,UNNAMED,Not in target basins
1992027N05206,EP,1992,EKEKA,Not in target basins
1992036S11212,SP,1992,CLIFF,Not in target basins
1992044S09181,SP,1992,DAMAN,Not in target basins
1992050S19155,SP,1992,UNNAMED,Not in target basins
1992055S13169,SP,1992,ESAU,Not in target basins
1992064S10184,SP,1992,FRAN,Not in target basins
1992074S12185,SP,1992,GENE,Not in target basins
1992084S10212,SP,1992,HETTIE,Not in target basins
1992088N05188,EP,1992,HALI,Not in target basins
1992088S23215,SP,1992,HETTIE,Not in target basins
1992118S11179,SP,1992,INNIS,Not in target basins
1992154N11258,EP,1992,AGATHA,Not in target basins
1992169N14246,EP,1992,UNNAMED,Not in target basins
1992172N07144,EP,1992,BOBBIE,Not in target basins
1992175N12269,EP,1992,CELIA,Not in target basins
1992175N16249,EP,1992,BLAS,Not in target basins
1992185N13265,EP,1992,DARBY,Not in target basins
1992191N12252,EP,1992,ESTELLE,Not in target basins
1992195N14254,EP,1992,FRANK,Not in target basins
1992197N11266,EP,1992,GEORGETTE,Not in target basins
1992208N13246,EP,1992,HOWARD,Not in target basins
1992210N14254,EP,1992,ISIS,Not in target basins
1992212N05154,EP,1992,JANIS,Not in target basins
1992213N12256,EP,1992,JAVIER,Not in target basins
1992216N06182,EP,1992,KENT,Not in target basins
1992223N15236,EP,1992,UNNAMED,Not in target basins
1992227N13130,EP,1992,LOIS,Not in target basins
1992229N24162,EP,1992,NINA,Not in target basins
1992231N19249,EP,1992,KAY,Not in target basins
1992233N16254,EP,1992,LESTER,Not in target basins
1992241N11253,EP,1992,NEWTON,Not in target basins
1992241N13237,EP,1992,MADELINE,Not in target basins
1992247N10258,EP,1992,ORLENE,Not in target basins
1992248N19166,EP,1992,SIBYL,Not in target basins
1992249N12229,EP,1992,INIKI,Not in target basins
1992255N19247,EP,1992,PAINE,Not in target basins
1992258N17249,EP,1992,ROSLYN,Not in target basins
1992262N10262,EP,1992,TINA,Not in target basins
1992262N17252,EP,1992,SEYMOUR,Not in target basins
1992263N05175,EP,1992,VAL,Not in target basins
1992268N11193,EP,1992,WARD,Not in target basins
1992275N14260,EP,1992,VIRGIL,Not in target basins
1992281N11263,EP,1992,WINIFRED,Not in target basins
1992288N10253,EP,1992,XAVIER,Not in target basins
1992290N11253,EP,1992,YOLANDA,Not in target basins
1992298N10188,EP,1992,DAN,Not in target basins
1992300N13249,EP,1992,ZEKE,Not in target basins
1992318N06182,EP,1992,GAY,Not in target basins
1992318N11160,EP,1992,HUNT,Not in target basins
1992327N11206,EP,1992,UNNAMED,Not in target basins
1992338S04173,SP,1993,JONI,Not in target basins
1992357S13143,SP,1993,NINA,Not in target basins
1992358S07161,SP,1993,KINA,Not in target basins
1993002S17196,SP,1993,UNNAMED,Not in target basins
1993011S12214,SP,1993,UNNAMED,Not in target basins
1993025S12136,SP,1993,UNNAMED,Not in target basins
1993029S11178,SP,1993,LIN,Not in target basins
1993034S12151,SP,1993,OLIVER,Not in target basins
1993034S14191,SP,1993,MICK,Not in target basins
1993043S11193,SP,1993,NISHA,Not in target basins
1993045S13170,SP,1993,OLI,Not in target basins
1993053S12161,SP,1993,POLLY,Not in target basins
1993069S08164,SP,1993,ROGER,Not in target basins
1993083S12181,SP,1993,PREMA,Not in target basins
1993131S04158,SP,1993,ADEL,Not in target basins
1993162N10245,EP,1993,ADRIAN,Not in target basins
1993169N13265,EP,1993,BEATRIZ,Not in target basins
1993178N14265,EP,1993,UNNAMED,Not in target basins
1993186N13262,EP,1993,CALVIN,Not in target basins
1993196N11241,EP,1993,DORA,Not in target basins
1993197N11247,EP,1993,EUGENE,Not in target basins
1993217N10320,EP,1993,BRET,Not in target basins
1993221N12216,EP,1993,KEONI,Not in target basins
1993221N13256,EP,1993,FERNANDA,Not in target basins
1993223N07185,EP,1993,UNNAMED,Not in target basins
1993227N15258,EP,1993,GREG,Not in target basins
1993229N13265,EP,1993,HILARY,Not in target basins
1993233N13260,EP,1993,IRWIN,Not in target basins
1993241N14264,EP,1993,JOVA,Not in target basins
1993246N16129,EP,1993,ZOLA,Not in target basins
1993249N12253,EP,1993,KENNETH,Not in target basins
1993252N11265,EP,1993,LIDIA,Not in target basins
1993258N11279,EP,1993,GERT,Not in target basins
1993263N11168,EP,1993,CECIL,Not in target basins
1993271N14134,EP,1993,FLO,Not in target basins
1993273N11245,EP,1993,MAX,Not in target basins
1993276N13249,EP,1993,NORMA,Not in target basins
1993285N12192,EP,1993,HATTIE,Not in target basins
1993285N16239,EP,1993,UNNAMED,Not in target basins
1993360S04171,SP,1994,REWA,Not in target basins
1994006S18182,SP,1994,UNNAMED,Not in target basins
1994019S17174,SP,1994,SARAH,Not in target basins
1994028S11136,SP,1994,SADIE,Not in target basins
1994053S08155,SP,1994,THEODORE,Not in target basins
1994078S06184,SP,1994,THOMAS:TOMAS,Not in target basins
1994081S11154,SP,1994,USHA,Not in target basins
1994110S08160,SP,1994,UNNAMED,Not in target basins
1994128N04155,EP,1994,PAGE,Not in target basins
1994169N13240,EP,1994,ALETTA,Not in target basins
1994178N16248,EP,1994,BUD,Not in target basins
1994180N12255,EP,1994,CARLOTTA,Not in target basins
1994190N13239,EP,1994,DANIEL,Not in target basins
1994197N09229,EP,1994,EMILIA,Not in target basins
1994200N13235,EP,1994,FABIO,Not in target basins
1994202N11238,EP,1994,GILMA,Not in target basins
1994212N11240,EP,1994,LI,Not in target basins
1994219N19252,EP,1994,HECTOR,Not in target basins
1994221N15215,EP,1994,UNNAMED,Not in target basins
1994222N11267,EP,1994,JOHN,Not in target basins
1994223N15253,EP,1994,ILEANA,Not in target basins
1994224N16240,EP,1994,UNNAMED,Not in target basins
1994241N14236,EP,1994,KRISTY,Not in target basins
1994247N18251,EP,1994,LANE,Not in target basins
1994249N11200,EP,1994,MELE,Not in target basins
1994249N21220,EP,1994,LANE,Not in target basins
1994259N13244,EP,1994,MIRIAM,Not in target basins
1994262N16249,EP,1994,NORMAN,Not in target basins
1994265N13251,EP,1994,OLIVIA,Not in target basins
1994268N15232,EP,1994,PAUL,Not in target basins
1994272N40159,EP,1994,PAT,Not in target basins
1994273N08176,EP,1994,SETH,Not in target basins
1994282N17247,EP,1994,ROSA,Not in target basins
1994291N12170,EP,1994,WILDA,Not in target basins
1994294N13203,EP,1994,NONA,Not in target basins
1994295N25188,EP,1994,YURI,Not in target basins
1994315S07168,SP,1995,VANIA,Not in target basins
1994347S09167,SP,1995,UNNAMED,Not in target basins
1994348N04175,EP,1994,BOBBIE,Not in target basins
1994364S11195,SP,1995,WILLIAM,Not in target basins
1995005N04189,EP,1995,UNNAMED,Not in target basins
1995059S11155,SP,1995,VIOLET,Not in target basins
1995063S13141,SP,1995,WARREN,Not in target basins
1995074S17175,SP,1995,UNNAMED,Not in target basins
1995091S11145,SP,1995,UNNAMED,Not in target basins
1995106S09144,SP,1995,AGNES,Not in target basins
1995141N13256,EP,1995,UNNAMED,Not in target basins
1995148N07150,EP,1995,DEANNA,Not in target basins
1995167N11254,EP,1995,ADOLPH,Not in target basins
1995189N11257,EP,1995,BARBARA,Not in target basins
1995198N17252,EP,1995,COSME,Not in target basins
1995206N13252,EP,1995,DALILA,Not in target basins
1995214N15249,EP,1995,ERICK,Not in target basins
1995220N15256,EP,1995,FLOSSIE,Not in target basins
1995233N15261,EP,1995,GIL,Not in target basins
1995240N24151,EP,1995,MARK,Not in target basins
1995244N16256,EP,1995,HENRIETTE,Not in target basins
1995250N09161,EP,1995,OSCAR,Not in target basins
1995252N08142,EP,1995,POLLY,Not in target basins
1995256N15253,EP,1995,ISMAEL,Not in target basins
1995260N15255,EP,1995,JULIETTE,Not in target basins
1995287N08163,EP,1995,WARD,Not in target basins
1995302N17174,EP,1995,BRIAN,Not in target basins
1995314N25186,EP,1995,COLLEEN,Not in target basins
1995348S15135,SP,1996,GERTIE,Not in target basins
1995357N07139,EP,1995,DAN,Not in target basins
1996002S15133,SP,1996,BARRY,Not in target basins
1996015S18182,SP,1996,YASI,Not in target basins
1996021S16152,SP,1996,CELESTE,Not in target basins
1996026S14143,SP,1996,JACOB,Not in target basins
1996042S13139,SP,1996,DENNIS,Not in target basins
1996064S12155,SP,1996,ATU,Not in target basins
1996067S16138,SP,1996,ETHEL,Not in target basins
1996069S21166,SP,1996,ZAKA,Not in target basins
1996071S25177,SP,1996,ZAKA,Not in target basins
1996079S12170,SP,1996,BETI,Not in target basins
1996134N11246,EP,1996,UNNAMED,Not in target basins
1996137N13251,EP,1996,UNNAMED,Not in target basins
1996172N13261,EP,1996,ALMA,Not in target basins
1996179N13266,EP,1996,BORIS,Not in target basins
1996184N09271,EP,1996,CRISTINA,Not in target basins
1996186N19156,EP,1996,DAN,Not in target basins
1996187N17251,EP,1996,UNNAMED,Not in target basins
1996192N19152,EP,1996,EVE,Not in target basins
1996207N12297,EP,1996,CESAR,Not in target basins
1996210N05156,EP,1996,KIRK,Not in target basins
1996211N13270,EP,1996,DOUGLAS,Not in target basins
1996227N15176,EP,1996,ORSON,Not in target basins
1996227N30177,EP,1996,UNNAMED,Not in target basins
1996232N17280,EP,1996,DOLLY,Not in target basins
1996240N22168,EP,1996,RICK,Not in target basins
1996244N13257,EP,1996,ELIDA,Not in target basins
1996254N13138,EP,1996,VIOLET,Not in target basins
1996254N14258,EP,1996,FAUSTO,Not in target basins
1996260N14217,EP,1996,UNNAMED,Not in target basins
1996261N08184,EP,1996,YATES,Not in target basins
1996268N15140,EP,1996,ZANE,Not in target basins
1996272N16250,EP,1996,GENEVIEVE,Not in target basins
1996274N13261,EP,1996,HERNAN,Not in target basins
1996309N21175,EP,1996,UNNAMED,Not in target basins
1996312N13251,EP,1996,UNNAMED,Not in target basins
1996324S04164,SP,1997,CYRIL,Not in target basins
1996354S05170,SP,1997,FERGUS,Not in target basins
1996357S10136,SP,1997,PHIL,Not in target basins
1996365S15137,SP,1997,RACHEL,Not in target basins
1997001S10176,SP,1997,DRENA,Not in target basins
1997009S16188,SP,1997,EVAN,Not in target basins
1997021S16172,SP,1997,FREDA,Not in target basins
1997039S10155,SP,1997,GILLIAN,Not in target basins
1997045S11163,SP,1997,HAROLD,Not in target basins
1997053S12142,SP,1997,ITA,Not in target basins
1997053S16206,SP,1997,UNNAMED,Not in target basins
1997054S18201,SP,1997,UNNAMED,Not in target basins
1997061S08171,SP,1997,GAVIN,Not in target basins
1997062S16158,SP,1997,JUSTIN,Not in target basins
1997071S13176,SP,1997,HINA,Not in target basins
1997105S10168,SP,1997,IAN,Not in target basins
1997118S09166,SP,1997,JUNE,Not in target basins
1997143N17111,EP,1997,LEVI,Not in target basins
1997146N09161,EP,1997,MARIE,Not in target basins
1997147S12168,SP,1997,UNNAMED,Not in target basins
1997152N06171,EP,1997,NESTOR,Not in target basins
1997152N10265,EP,1997,ANDRES,Not in target basins
1997156S11192,SP,1997,KELI,Not in target basins
1997161N14266,EP,1997,BLANCA,Not in target basins
1997167N06162,EP,1997,PETER,Not in target basins
1997173N14243,EP,1997,UNNAMED,Not in target basins
1997176N16252,EP,1997,CARLOS,Not in target basins
1997181N14250,EP,1997,UNNAMED,Not in target basins
1997187N13250,EP,1997,DOLORES,Not in target basins
1997193N09248,EP,1997,ENRIQUE,Not in target basins
1997196N10251,EP,1997,FELICIA,Not in target basins
1997201N24152,EP,1997,SCOTT,Not in target basins
1997207N11198,EP,1997,UNNAMED,Not in target basins
1997212N11265,EP,1997,GUILLERMO,Not in target basins
1997221N03179,EP,1997,YULE,Not in target basins
1997222N11246,EP,1997,HILDA,Not in target basins
1997225N09186,EP,1997,UNNAMED,Not in target basins
1997229N19242,EP,1997,IGNACIO,Not in target basins
1997236N10172,EP,1997,BING,Not in target basins
1997238N11227,EP,1997,JIMENA,Not in target basins
1997240N12193,EP,1997,OLIWA,Not in target basins
1997247N18248,EP,1997,KEVIN,Not in target basins
1997252N10171,EP,1997,DAVID,Not in target basins
1997253N12255,EP,1997,LINDA,Not in target basins
1997256N14227,EP,1997,MARTY,Not in target basins
1997259N13258,EP,1997,NORA,Not in target basins
1997262N22184,EP,1997,ELLA,Not in target basins
1997265N10175,EP,1997,GINGER,Not in target basins
1997270N11265,EP,1997,OLAF,Not in target basins
1997277S04170,SP,1998,LUSI,Not in target basins
1997279N12263,EP,1997,PAULINE,Not in target basins
1997279N14221,EP,1997,UNNAMED,Not in target basins
1997284N04179,EP,1997,JOAN,Not in target basins
1997297S11177,SP,1998,UNNAMED,Not in target basins
1997301N09202,EP,1997,UNNAMED,Not in target basins
1997302S08199,SP,1998,MARTIN,Not in target basins
1997311N09258,EP,1997,RICK,Not in target basins
1997319S09180,SP,1998,NUTE,Not in target basins
1997326S09203,SP,1998,OSEA,Not in target basins
1997333N06194,EP,1997,PAKA,Not in target basins
1997336S09195,SP,1998,PAM,Not in target basins
1997355S05189,SP,1998,SUSAN,Not in target basins
1997359S12129,SP,1998,SID,Not in target basins
1998001S09195,SP,1998,RON,Not in target basins
1998002S14151,SP,1998,KATRINA,Not in target basins
1998022S15143,SP,1998,LES,Not in target basins
1998025S12185,SP,1998,TUI,Not in target basins
1998030S13194,SP,1998,VELI,Not in target basins
1998030S14208,SP,1998,URSULA,Not in target basins
1998031S12187,SP,1998,WES,Not in target basins
1998036S13135,SP,1998,CINDY:VICTOR,Not in target basins
1998056S14139,SP,1998,MAY,Not in target basins
1998076S11170,SP,1998,YALI,Not in target basins
1998079S10145,SP,1998,NATHAN,Not in target basins
1998087S15172,SP,1998,ZUMAN,Not in target basins
1998106S09135,SP,1998,UNNAMED,Not in target basins
1998108S10203,SP,1998,ALAN,Not in target basins
1998120S16220,SP,1998,BART,Not in target basins
1998161N09261,EP,1998,AGATHA,Not in target basins
1998169N12265,EP,1998,UNNAMED,Not in target basins
1998173N08266,EP,1998,BLAS,Not in target basins
1998197N13259,EP,1998,CELIA,Not in target basins
1998203N11253,EP,1998,DARBY,Not in target basins
1998210N14263,EP,1998,ESTELLE,Not in target basins
1998216N09260,EP,1998,FRANK,Not in target basins
1998222N09257,EP,1998,GEORGETTE,Not in target basins
1998228N13218,EP,1998,UNNAMED,Not in target basins
1998230N11267,EP,1998,HOWARD,Not in target basins
1998235N17131,EP,1998,REX,Not in target basins
1998242N14252,EP,1998,ISIS,Not in target basins
1998249N16256,EP,1998,JAVIER,Not in target basins
1998253N17150,EP,1998,STELLA,Not in target basins
1998259N17118,EP,1998,VICKI,Not in target basins
1998274N19254,EP,1998,UNNAMED,Not in target basins
1998283N13268,EP,1998,MADELINE,Not in target basins
1998284N13243,EP,1998,KAY,Not in target basins
1998288N11268,EP,1998,LESTER,Not in target basins
1998335S12138,SP,1999,THELMA,Not in target basins
1998348S17156,SP,1999,UNNAMED,Not in target basins
1998355S14187,SP,1999,CORA,Not in target basins
1998355S20210,SP,1999,UNNAMED,Not in target basins
1999013S13164,SP,1999,DANI,Not in target basins
1999020S17158,SP,1999,OLINDA,Not in target basins
1999021S15149,SP,1999,PETE,Not in target basins
1999024S11138,SP,1999,UNNAMED,Not in target basins
1999040S13160,SP,1999,ELLA,Not in target basins
1999040S15147,SP,1999,RONA,Not in target basins
1999048S21152,SP,1999,FRANK,Not in target basins
1999057S22203,SP,1999,GITA,Not in target basins
1999070S19206,SP,1999,HALI,Not in target basins
1999140S16157,SP,1999,UNNAMED,Not in target basins
1999169N13264,EP,1999,ADRIAN,Not in target basins
1999189N12263,EP,1999,BEATRIZ,Not in target basins
1999193N16269,EP,1999,UNNAMED,Not in target basins
1999202N10241,EP,1999,UNNAMED,Not in target basins
1999205N11254,EP,1999,CALVIN,Not in target basins
1999208N14234,EP,1999,UNNAMED,Not in target basins
1999217N11265,EP,1999,DORA,Not in target basins
1999218N12241,EP,1999,EUGENE,Not in target basins
1999225N12247,EP,1999,UNNAMED,Not in target basins
1999228N10252,EP,1999,FERNANDA,Not in target basins
1999231N30181,EP,1999,TANYA,Not in target basins
1999234N16251,EP,1999,UNNAMED,Not in target basins
1999248N17256,EP,1999,GREG,Not in target basins
1999260N15255,EP,1999,HILARY,Not in target basins
1999260N20130,EP,1999,BART,Not in target basins
1999281N16255,EP,1999,IRWIN,Not in target basins
2000006S15164,SP,2000,IRIS,Not in target basins
2000018S15190,SP,2000,UNNAMED,Not in target basins
2000023S15172,SP,2000,JO,Not in target basins
2000055S23227,SP,2000,KIM,Not in target basins
2000056S17152,SP,2000,STEVE,Not in target basins
2000064S19209,SP,2000,LEO,Not in target basins
2000067S15189,SP,2000,MONA,Not in target basins
2000089S20168,SP,2000,VAUGHAN,Not in target basins
2000091S14156,SP,2000,TESSI,Not in target basins
2000104S17182,SP,2000,NEIL,Not in target basins
2000138N16119,EP,2000,LONGWANG,Not in target basins
2000142N12262,EP,2000,ALETTA,Not in target basins
2000164N12256,EP,2000,BUD,Not in target basins
2000170N10268,EP,2000,CARLOTTA,Not in target basins
2000187N12245,EP,2000,UNNAMED,Not in target basins
2000201N11224,EP,2000,UPANA,Not in target basins
2000203N17249,EP,2000,UNNAMED,Not in target basins
2000205N10260,EP,2000,DANIEL,Not in target basins
2000206N11266,EP,2000,EMILIA,Not in target basins
2000209N06182,EP,2000,CHANCHU,Not in target basins
2000215N15254,EP,2000,FABIO,Not in target basins
2000217N12260,EP,2000,GILMA,Not in target basins
2000223N18257,EP,2000,HECTOR,Not in target basins
2000226N16258,EP,2000,ILEANA,Not in target basins
2000228N31180,EP,2000,WENE,Not in target basins
2000241N15223,EP,2000,JOHN,Not in target basins
2000244N13229,EP,2000,KRISTY,Not in target basins
2000249N15258,EP,2000,LANE,Not in target basins
2000258N22138,EP,2000,SONAMU,Not in target basins
2000260N15178,EP,2000,SHANSHAN,Not in target basins
2000260N19253,EP,2000,MIRIAM,Not in target basins
2000264N17257,EP,2000,NORMAN,Not in target basins
2000277N15257,EP,2000,OLIVIA,Not in target basins
2000299N10252,EP,2000,PAUL,Not in target basins
2000309N10270,EP,2000,ROSA,Not in target basins
2000333S11140,SP,2001,SAM,Not in target basins
2000349S23190,SP,2001,UNNAMED,Not in target basins
2001005S12136,SP,2001,UNNAMED,Not in target basins
2001039S11139,SP,2001,WINSOME,Not in target basins
2001045S14142,SP,2001,WYLVA,Not in target basins
2001047S17157,SP,2001,UNNAMED,Not in target basins
2001049S17198,SP,2001,OMA,Not in target basins
2001054S15155,SP,2001,ABIGAIL,Not in target basins
2001056S11163,SP,2001,PAULA,Not in target basins
2001060S19223,SP,2001,RITA,Not in target basins
2001094S12172,SP,2001,SOSE,Not in target basins
2001106S08137,SP,2001,ALISTAIR,Not in target basins
2001146N14259,EP,2001,ADOLPH,Not in target basins
2001171N12234,EP,2001,BARBARA,Not in target basins
2001194N15252,EP,2001,COSME,Not in target basins
2001202N11266,EP,2001,DALILA,Not in target basins
2001202N14243,EP,2001,ERICK,Not in target basins
2001235N17225,EP,2001,UNNAMED,Not in target basins
2001238N16139,EP,2001,WUTIP,Not in target basins
2001238N19252,EP,2001,FLOSSIE,Not in target basins
2001247N15237,EP,2001,GIL,Not in target basins
2001248N17251,EP,2001,HENRIETTE,Not in target basins
2001253N13213,EP,2001,UNNAMED,Not in target basins
2001254N15261,EP,2001,IVO,Not in target basins
2001260N14167,EP,2001,FRANCISCO,Not in target basins
2001264N13269,EP,2001,JULIETTE,Not in target basins
2001265N16244,EP,2001,KIKO,Not in target basins
2001266N10217,EP,2001,UNNAMED,Not in target basins
2001275N12258,EP,2001,LORENA,Not in target basins
2001276N13146,EP,2001,KROSA,Not in target basins
2001276N14240,EP,2001,UNNAMED,Not in target basins
2001284N14261,EP,2001,MANUEL,Not in target basins
